hotel,is_canceled,arrival_date_year,arrival_date_month,adults,children,babies,country,reserved_room_type,assigned_room_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,room-status,room-type
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,88,0,1,Canceled,14-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,A,A,Transient,79.2,0,1,Canceled,14-12-2016,Desired,Couple
City Hotel,1,2017,February,3,0,0,DEU,D,D,Transient,140.4,0,2,Canceled,12-12-2016,Desired,Family
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,108,0,0,Canceled,08-02-2017,Desired,Couple
City Hotel,1,2017,February,1,1,0,FRA,A,A,Transient,84,0,0,Canceled,08-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,98,0,1,Canceled,03-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,60,0,1,Canceled,07-02-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,FRA,A,A,Transient,44,0,0,Canceled,08-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,108,0,0,Canceled,08-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,88,0,0,Canceled,08-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,118,0,0,Canceled,03-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHN,A,A,Transient,71.28,0,1,Canceled,12-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHN,A,A,Transient,71.28,0,1,Canceled,12-12-2016,Desired,Couple
City Hotel,1,2017,February,1,0,0,AGO,A,A,Transient,108,0,0,Canceled,08-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,CHN,A,A,Transient,71.28,0,1,Canceled,12-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,D,D,Transient,153,0,2,No-Show,14-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,90,0,2,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,FRA,A,A,Transient,128,0,0,Canceled,08-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,CHE,A,A,Transient,79.2,0,1,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHE,A,A,Transient,79.2,0,1,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHE,A,A,Transient,79.2,0,1,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,February,1,0,0,GBR,A,A,Transient,98,0,0,Canceled,31-01-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,69.3,0,1,No-Show,14-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHE,A,A,Transient,79.2,0,1,Canceled,20-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,LVA,A,A,Transient,93.6,0,1,Canceled,09-11-2016,Desired,Couple
City Hotel,1,2017,February,1,0,0,NLD,A,A,Transient,86.4,0,1,Canceled,25-11-2016,Desired,Single
City Hotel,1,2017,February,3,0,0,FRA,D,D,Transient,153.33,0,0,Canceled,15-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,LVA,A,A,Transient,93.6,0,1,Canceled,09-11-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,ROU,A,A,Transient,93.6,0,1,Canceled,20-11-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,BRA,A,A,Transient,93.6,0,1,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,TWN,D,D,Transient,134.3,0,0,Canceled,25-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,ROU,A,A,Transient,88,0,1,Canceled,31-10-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,BRA,A,A,Transient,93.6,0,1,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,2,2,0,FRA,F,F,Transient,147.9,0,0,Canceled,01-11-2016,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,90.1,0,1,Canceled,06-01-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,54.32,0,1,No-Show,14-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,74.8,0,0,Canceled,20-08-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,ROU,A,A,Transient,74.8,0,2,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,AGO,A,A,Transient,73.4,0,0,Canceled,17-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,80.75,0,0,Canceled,11-06-2016,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,75,0,0,Canceled,15-02-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,GBR,A,A,Transient,79.2,0,1,Canceled,14-11-2016,Desired,Single
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,79.2,0,0,Canceled,02-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,FRA,D,D,Transient,168,0,0,Canceled,08-02-2017,Desired,Family
City Hotel,1,2017,February,2,1,0,GBR,A,A,Transient,128,0,3,Canceled,13-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,118,0,0,Canceled,31-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,GBR,A,A,Transient,106.2,0,1,Canceled,18-08-2016,Desired,Family
City Hotel,1,2017,February,2,0,0,BRA,A,A,Transient,79.2,0,1,Canceled,05-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,POL,D,D,Transient,102.6,0,1,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,FRA,D,D,Transient,168,0,1,Canceled,15-02-2017,Desired,Family
City Hotel,1,2017,February,2,1,0,GBR,A,A,Transient,106.2,0,1,Canceled,18-08-2016,Desired,Family
City Hotel,1,2017,February,3,0,0,TWN,D,D,Transient,158,0,0,Canceled,23-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,82.13,0,1,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient-Party,0,0,0,Canceled,14-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,A,B,Transient-Party,78,0,0,Canceled,31-01-2017,Undesired,Couple
City Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,98.6,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,A,A,Transient,90.1,0,1,Canceled,08-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,75.68,0,2,Canceled,04-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,RUS,A,A,Transient,107.1,0,3,Canceled,18-12-2016,Desired,Family
City Hotel,1,2017,February,1,0,0,PRT,D,D,Transient-Party,96.5,0,0,Canceled,06-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,D,D,Transient-Party,110.33,0,0,Canceled,06-02-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,D,D,Transient-Party,96.5,0,0,Canceled,06-02-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,59,0,0,Canceled,21-10-2015,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,62,0,0,Canceled,21-10-2015,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,59,0,0,Canceled,21-10-2015,Desired,Single
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,19-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,ITA,A,A,Transient,98,0,0,Canceled,06-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,25-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,19-01-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,78,0,1,Canceled,24-01-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,88,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,28-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,BRA,D,D,Transient,138.6,0,1,Canceled,24-01-2017,Desired,Family
City Hotel,1,2017,February,3,0,0,GBR,D,D,Transient,160,0,1,Canceled,12-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,28-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,88,0,0,Canceled,12-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,19-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,95.4,0,2,Canceled,19-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,LUX,E,E,Transient,113.9,0,2,Canceled,17-01-2017,Desired,Family
City Hotel,1,2017,February,2,1,0,PRT,G,G,Transient,198.3,0,1,Canceled,10-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,USA,A,A,Transient,88.4,0,0,Canceled,28-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,74.8,0,0,Canceled,02-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,NLD,A,A,Transient,103.7,0,0,Canceled,27-09-2016,Desired,Family
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,61.52,0,0,Canceled,13-01-2017,Desired,Single
City Hotel,1,2017,February,2,2,0,FRA,F,F,Transient,153.9,0,0,Canceled,06-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHN,A,A,Transient,71.28,0,0,Canceled,08-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,BEL,A,A,Transient,93.6,0,1,Canceled,12-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,IRL,D,D,Transient,118,0,0,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,ESP,A,A,Transient,113.4,0,3,Canceled,09-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,DEU,A,A,Transient,79.2,0,0,Canceled,25-11-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,CN,A,A,Transient,79.2,0,2,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,ESP,A,A,Transient,186,0,0,Canceled,14-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,KOR,A,A,Transient,108,0,0,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,95,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Contract,68,0,0,Canceled,07-02-2017,Desired,Couple
City Hotel,1,2017,February,2,2,0,POL,F,F,Transient,195.33,0,0,Canceled,17-01-2017,Desired,Family
City Hotel,1,2017,February,2,2,0,IRL,F,F,Transient,156.6,0,2,Canceled,06-10-2016,Desired,Family
City Hotel,1,2017,February,2,0,0,AUS,D,D,Transient,102.6,0,0,Canceled,19-11-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHN,D,D,Transient,103.8,0,0,Canceled,27-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,79.2,0,1,Canceled,14-08-2016,Desired,Couple
City Hotel,1,2017,February,2,1,0,FRA,A,A,Transient,113.4,0,1,Canceled,03-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,79.2,0,0,Canceled,30-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Contract,68,0,0,Canceled,07-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,79.2,0,2,Canceled,20-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,90,0,1,Canceled,18-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,79.2,0,0,Canceled,29-11-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,96.9,0,0,Canceled,31-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,A,A,Transient,120.02,0,1,Canceled,31-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,90.1,0,0,Canceled,11-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,BRA,A,A,Transient,67.15,0,0,Canceled,14-04-2016,Desired,Couple
City Hotel,1,2017,February,2,2,0,AGO,F,F,Transient,151.85,0,0,Canceled,03-12-2016,Desired,Family
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,0,0,0,No-Show,18-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,98,0,0,Canceled,10-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,95.4,0,1,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,GBR,A,A,Transient,111.6,0,0,Canceled,28-01-2017,Desired,Family
City Hotel,1,2017,February,2,1,0,GBR,A,A,Transient,126,0,0,Canceled,07-02-2017,Desired,Family
City Hotel,1,2017,February,2,2,0,NLD,E,E,Transient,125.4,0,0,Canceled,05-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,102.6,0,1,Canceled,16-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,A,A,Transient,69.7,0,0,Canceled,03-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,A,A,Transient,88.4,0,1,Canceled,27-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,DNK,A,A,Transient,85,0,0,Canceled,30-06-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,89.54,0,1,Canceled,30-01-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,FRA,A,A,Transient,106.13,0,0,Canceled,11-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,68,0,0,Canceled,20-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,FRA,A,A,Transient,80,0,1,Canceled,16-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,80,0,0,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,148,0,1,Canceled,16-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,IRL,A,A,Transient,104,0,1,Canceled,15-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,100,0,0,Canceled,18-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,TZA,A,A,Transient,80,0,0,Canceled,16-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,AUS,A,A,Transient,90,0,1,Canceled,04-07-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,AUS,A,A,Transient,90,0,1,Canceled,04-07-2016,Desired,Couple
City Hotel,1,2017,February,1,0,0,AUS,A,A,Transient,84.6,0,0,Canceled,30-06-2016,Desired,Single
City Hotel,1,2017,February,3,2,0,PRT,G,G,Transient,164.8,0,0,Canceled,16-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,GBR,A,A,Transient,88.4,0,0,Canceled,26-01-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,ISR,A,A,Transient,86.36,0,1,Canceled,07-02-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,LTU,A,A,Transient,69.36,0,0,Canceled,06-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,HUN,A,A,Transient,90.1,0,1,Canceled,03-02-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,ARE,D,D,Transient,100.3,0,0,Canceled,11-02-2017,Desired,Single
City Hotel,1,2017,February,2,2,0,GBR,F,F,Transient,149.6,0,0,Canceled,31-12-2016,Desired,Family
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,72,0,1,Canceled,18-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,IRL,A,A,Transient,80,0,0,Canceled,11-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,70,0,1,Canceled,17-02-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,PRT,A,A,Transient,85,0,0,Canceled,19-01-2017,Desired,Couple
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,ESP,A,A,Transient,80,0,0,Canceled,16-02-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,1,0,0,PRT,A,A,Transient,75,0,0,Canceled,19-01-2017,Desired,Single
City Hotel,1,2017,February,2,0,0,CHN,A,A,Transient,72,0,0,Canceled,06-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,CHN,A,A,Transient,71.28,0,0,Canceled,23-12-2016,Desired,Couple
City Hotel,1,2017,February,3,0,0,NOR,D,D,Transient,122.4,0,0,Canceled,12-12-2016,Desired,Family
City Hotel,1,2017,February,3,0,0,FRA,D,D,Transient,158,0,0,Canceled,11-02-2017,Desired,Family
City Hotel,1,2017,February,1,0,0,FRA,A,A,Transient,90,0,0,Canceled,25-01-2017,Desired,Single
City Hotel,1,2017,February,3,0,0,NOR,D,D,Transient,122.4,0,0,Canceled,12-12-2016,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,90,0,0,Canceled,25-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,ESP,A,A,Transient,80,0,0,Canceled,08-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,NOR,A,A,Transient,90,0,0,Canceled,12-12-2016,Desired,Couple
City Hotel,1,2017,February,1,0,0,FRA,D,D,Transient,110,0,0,Canceled,25-01-2017,Desired,Single
City Hotel,1,2017,February,2,1,0,CHE,A,A,Transient,103.7,0,2,Canceled,17-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,69.7,0,0,Canceled,23-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,69.7,0,3,Canceled,24-01-2017,Desired,Couple
City Hotel,1,2017,February,3,0,0,FRA,E,E,Transient,110.5,0,2,Canceled,12-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,69.7,0,1,Canceled,07-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,100.3,0,0,Canceled,12-02-2017,Desired,Couple
City Hotel,1,2017,February,2,1,0,FRA,A,A,Transient,103.7,0,4,Canceled,24-01-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,69.7,0,1,Canceled,20-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,100.3,0,0,Canceled,16-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,69.7,0,0,Canceled,23-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,FRA,D,D,Transient,100.3,0,0,Canceled,12-02-2017,Desired,Couple
City Hotel,1,2017,February,3,1,0,PRT,G,G,Transient,178.56,0,0,Canceled,17-02-2017,Desired,Family
City Hotel,1,2017,February,2,0,0,FRA,A,A,Transient,74.8,0,1,Canceled,11-12-2016,Desired,Couple
City Hotel,1,2017,February,2,0,0,PRT,A,A,Contract,68,0,0,No-Show,20-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,D,D,Transient,101.07,0,0,Canceled,07-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,KOR,D,D,Transient,98.6,0,1,Canceled,02-02-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,GBR,D,D,Transient,131.75,0,2,Canceled,28-01-2017,Desired,Couple
City Hotel,1,2017,February,2,0,0,DEU,E,E,Transient,112.69,0,1,Canceled,13-01-2017,Desired,Couple
